PUBCHEM.COMPOUND:2375	treats	DOID:10283
PUBCHEM.COMPOUND:10607	treats	DOID:1909
PUBCHEM.COMPOUND:4943	treats	DOID:10652
PUBCHEM.COMPOUND:4091	treats	DOID:1062
PUBCHEM.COMPOUND:36462	treats	DOID:3948
PUBCHEM.COMPOUND:4943	treats	DOID:305
PUBCHEM.COMPOUND:3672	treats	DOID:9884
PUBCHEM.COMPOUND:5865	treats	DOID:769
PUBCHEM.COMPOUND:31703	treats	DOID:3683
PUBCHEM.COMPOUND:12560	treats	DOID:2730
PUBCHEM.COMPOUND:5991	treats	DOID:1485
PUBCHEM.COMPOUND:6167	treats	DOID:9352
PUBCHEM.COMPOUND:11707110	treats	DOID:2394
PUBCHEM.COMPOUND:137	treats	DOID:8577
PUBCHEM.COMPOUND:3672	treats	DOID:3265
PUBCHEM.COMPOUND:1054	treats	DOID:0060058
PUBCHEM.COMPOUND:6010	treats	DOID:1612
PUBCHEM.COMPOUND:5426	treats	DOID:769
PUBCHEM.COMPOUND:36462	treats	DOID:1588
PUBCHEM.COMPOUND:2771	treats	DOID:12858
PUBCHEM.COMPOUND:8982	treats	DOID:12134
PUBCHEM.COMPOUND:2797	treats	DOID:9455
PUBCHEM.COMPOUND:4114	treats	DOID:162
PUBCHEM.COMPOUND:5095	treats	DOID:12700
PUBCHEM.COMPOUND:3826	treats	DOID:1612
PUBCHEM.COMPOUND:5352062	treats	DOID:1040
PUBCHEM.COMPOUND:5426	treats	DOID:0060192
PUBCHEM.COMPOUND:14969	treats	DOID:0060192
PUBCHEM.COMPOUND:3052762	treats	DOID:1595
PUBCHEM.COMPOUND:5743	treats	DOID:2871
PUBCHEM.COMPOUND:36314	treats	DOID:162
PUBCHEM.COMPOUND:126941	treats	DOID:8712
PUBCHEM.COMPOUND:3007	treats	DOID:1595
PUBCHEM.COMPOUND:41867	treats	DOID:3571
PUBCHEM.COMPOUND:3961	treats	DOID:0050700
PUBCHEM.COMPOUND:838	treats	DOID:1540
PUBCHEM.COMPOUND:5865	treats	DOID:12134
PUBCHEM.COMPOUND:9444	treats	DOID:8584
PUBCHEM.COMPOUND:3715	treats	DOID:10283
PUBCHEM.COMPOUND:4091	treats	DOID:9256
PUBCHEM.COMPOUND:2678	treats	DOID:2871
PUBCHEM.COMPOUND:30751	treats	DOID:0060192
PUBCHEM.COMPOUND:5978	treats	DOID:9080
PUBCHEM.COMPOUND:54687	treats	DOID:0060192
PUBCHEM.COMPOUND:5284373	treats	DOID:0060013
PUBCHEM.COMPOUND:460612	treats	DOID:1612
PUBCHEM.COMPOUND:39186	treats	DOID:9352
PUBCHEM.COMPOUND:3657	treats	DOID:3343
PUBCHEM.COMPOUND:4075	treats	DOID:9256
PUBCHEM.COMPOUND:460612	treats	DOID:769
PUBCHEM.COMPOUND:5479530	treats	DOID:8577
PUBCHEM.COMPOUND:3038	treats	DOID:450
PUBCHEM.COMPOUND:5426	treats	DOID:2154
PUBCHEM.COMPOUND:2478	treats	DOID:9119
PUBCHEM.COMPOUND:5029	treats	DOID:0060058
PUBCHEM.COMPOUND:259331	treats	DOID:0060058
PUBCHEM.COMPOUND:2540	treats	DOID:10652
PUBCHEM.COMPOUND:3345	treats	DOID:9970
PUBCHEM.COMPOUND:753	treats	DOID:13909
PUBCHEM.COMPOUND:3767	treats	DOID:1574
PUBCHEM.COMPOUND:9882105	treats	DOID:2394
PUBCHEM.COMPOUND:5526	treats	DOID:12134
PUBCHEM.COMPOUND:445354	treats	DOID:9970
PUBCHEM.COMPOUND:5281040	treats	DOID:10241
PUBCHEM.COMPOUND:2719	treats	DOID:7005
PUBCHEM.COMPOUND:4775	treats	DOID:12858
PUBCHEM.COMPOUND:5472495	treats	DOID:10283
PUBCHEM.COMPOUND:54676537	treats	DOID:1909
PUBCHEM.COMPOUND:444008	treats	DOID:1612
PUBCHEM.COMPOUND:5284373	treats	DOID:1909
PUBCHEM.COMPOUND:3117	treats	DOID:1909
PUBCHEM.COMPOUND:4946	treats	DOID:1793
PUBCHEM.COMPOUND:9829523	treats	DOID:350
PUBCHEM.COMPOUND:4008	treats	DOID:9351
PUBCHEM.COMPOUND:338	treats	DOID:0050908
PUBCHEM.COMPOUND:2540	treats	DOID:11984
PUBCHEM.COMPOUND:936	treats	DOID:13810
PUBCHEM.COMPOUND:6741	treats	DOID:2340
PUBCHEM.COMPOUND:460612	treats	DOID:3721
PUBCHEM.COMPOUND:2265	treats	DOID:0050156
PUBCHEM.COMPOUND:24958200	treats	DOID:3683
PUBCHEM.COMPOUND:2726	treats	DOID:3312
PUBCHEM.COMPOUND:23725625	treats	DOID:0060060
PUBCHEM.COMPOUND:460612	treats	DOID:10581
PUBCHEM.COMPOUND:2907	treats	DOID:162
PUBCHEM.COMPOUND:6167	treats	DOID:305
PUBCHEM.COMPOUND:5352062	treats	DOID:9256
PUBCHEM.COMPOUND:3121	treats	DOID:10584
PUBCHEM.COMPOUND:892	treats	DOID:3571
PUBCHEM.COMPOUND:9400	treats	DOID:10003
PUBCHEM.COMPOUND:5978	treats	DOID:2154
PUBCHEM.COMPOUND:5426	treats	DOID:4648
PUBCHEM.COMPOUND:28417	treats	DOID:1588
PUBCHEM.COMPOUND:2907	treats	DOID:7005
PUBCHEM.COMPOUND:5754	treats	DOID:1793
PUBCHEM.COMPOUND:36462	treats	DOID:1909
PUBCHEM.COMPOUND:9400	treats	DOID:162
PUBCHEM.COMPOUND:448601	treats	DOID:10283
PUBCHEM.COMPOUND:460612	treats	DOID:3265
PUBCHEM.COMPOUND:54454	treats	DOID:9352
PUBCHEM.COMPOUND:84029	treats	DOID:0060060
PUBCHEM.COMPOUND:4095	treats	DOID:1595
PUBCHEM.COMPOUND:30751	treats	DOID:1612
PUBCHEM.COMPOUND:84029	treats	DOID:8577
PUBCHEM.COMPOUND:60490	treats	DOID:0050632
PUBCHEM.COMPOUND:2756	treats	DOID:305
PUBCHEM.COMPOUND:4735	treats	DOID:305
PUBCHEM.COMPOUND:9578005	treats	DOID:707
PUBCHEM.COMPOUND:5284603	treats	DOID:4090
PUBCHEM.COMPOUND:5284616	treats	DOID:769
PUBCHEM.COMPOUND:54687	treats	DOID:9119
PUBCHEM.COMPOUND:1775	treats	DOID:10923
PUBCHEM.COMPOUND:4917	treats	DOID:1612
PUBCHEM.COMPOUND:892	treats	DOID:9352
PUBCHEM.COMPOUND:126941	treats	DOID:3347
PUBCHEM.COMPOUND:5280795	treats	DOID:1184
PUBCHEM.COMPOUND:3883	treats	DOID:10534
PUBCHEM.COMPOUND:9823820	treats	DOID:9253
PUBCHEM.COMPOUND:2578	treats	DOID:1909
PUBCHEM.COMPOUND:441207	treats	DOID:4235
PUBCHEM.COMPOUND:772	treats	DOID:0060058
PUBCHEM.COMPOUND:71616	treats	DOID:1040
PUBCHEM.COMPOUND:2478	treats	DOID:3265
PUBCHEM.COMPOUND:44462760	treats	DOID:9256
PUBCHEM.COMPOUND:14985	treats	DOID:9970
PUBCHEM.COMPOUND:5790	treats	DOID:162
PUBCHEM.COMPOUND:2771	treats	DOID:3683
PUBCHEM.COMPOUND:34040	treats	DOID:10652
PUBCHEM.COMPOUND:31703	treats	DOID:2871
PUBCHEM.COMPOUND:784	treats	DOID:1612
PUBCHEM.COMPOUND:2474	treats	DOID:13359
PUBCHEM.COMPOUND:5479530	treats	DOID:3312
PUBCHEM.COMPOUND:3676	treats	DOID:0060060
PUBCHEM.COMPOUND:3676	treats	DOID:1540
PUBCHEM.COMPOUND:134780	treats	DOID:3070
PUBCHEM.COMPOUND:5978	treats	DOID:9119
PUBCHEM.COMPOUND:21700	treats	DOID:4971
PUBCHEM.COMPOUND:3676	treats	DOID:2752
PUBCHEM.COMPOUND:5453	treats	DOID:4971
PUBCHEM.COMPOUND:3767	treats	DOID:9351
PUBCHEM.COMPOUND:1775	treats	DOID:4235
PUBCHEM.COMPOUND:2478	treats	DOID:12347
PUBCHEM.COMPOUND:772	treats	DOID:9744
PUBCHEM.COMPOUND:392622	treats	DOID:1588
PUBCHEM.COMPOUND:6013	treats	DOID:162
PUBCHEM.COMPOUND:4740	treats	DOID:1595
PUBCHEM.COMPOUND:92974	treats	DOID:14330
PUBCHEM.COMPOUND:3009	treats	DOID:769
PUBCHEM.COMPOUND:11707110	treats	DOID:1612
PUBCHEM.COMPOUND:667477	treats	DOID:3312
PUBCHEM.COMPOUND:54454	treats	DOID:162
PUBCHEM.COMPOUND:5761	treats	DOID:1595
PUBCHEM.COMPOUND:948	treats	DOID:8712
PUBCHEM.COMPOUND:3950	treats	DOID:9256
PUBCHEM.COMPOUND:667490	treats	DOID:1272
PUBCHEM.COMPOUND:4927	treats	DOID:0060058
PUBCHEM.COMPOUND:4033	treats	DOID:7005
PUBCHEM.COMPOUND:134780	treats	DOID:1040
PUBCHEM.COMPOUND:237	treats	DOID:10283
PUBCHEM.COMPOUND:31401	treats	DOID:9352
PUBCHEM.COMPOUND:5978	treats	DOID:1612
PUBCHEM.COMPOUND:134780	treats	DOID:3721
PUBCHEM.COMPOUND:137	treats	DOID:8712
PUBCHEM.COMPOUND:5035	treats	DOID:10652
PUBCHEM.COMPOUND:36462	treats	DOID:12704
PUBCHEM.COMPOUND:31703	treats	DOID:1612
PUBCHEM.COMPOUND:441314	treats	DOID:9352
PUBCHEM.COMPOUND:6047	treats	DOID:0050632
PUBCHEM.COMPOUND:36314	treats	DOID:3347
PUBCHEM.COMPOUND:16220172	treats	DOID:9562
PUBCHEM.COMPOUND:5281037	treats	DOID:9352
PUBCHEM.COMPOUND:5833	treats	DOID:2843
PUBCHEM.COMPOUND:638034	treats	DOID:3683
PUBCHEM.COMPOUND:5878	treats	DOID:9955
PUBCHEM.COMPOUND:23725625	treats	DOID:3868
PUBCHEM.COMPOUND:679	treats	DOID:1909
PUBCHEM.COMPOUND:12560	treats	DOID:9256
PUBCHEM.COMPOUND:6049	treats	DOID:10534
PUBCHEM.COMPOUND:5833	treats	DOID:0050700
PUBCHEM.COMPOUND:4737	treats	DOID:12134
PUBCHEM.COMPOUND:3121	treats	DOID:2394
PUBCHEM.COMPOUND:3339	treats	DOID:13580
PUBCHEM.COMPOUND:4636	treats	DOID:9352
PUBCHEM.COMPOUND:14806	treats	DOID:11054
PUBCHEM.COMPOUND:445643	treats	DOID:2340
PUBCHEM.COMPOUND:3821	treats	DOID:9884
PUBCHEM.COMPOUND:6540478	treats	DOID:1485
PUBCHEM.COMPOUND:153999	treats	DOID:9744
PUBCHEM.COMPOUND:5311068	treats	DOID:10652
PUBCHEM.COMPOUND:439302	treats	DOID:10591
PUBCHEM.COMPOUND:4192	treats	DOID:3683
PUBCHEM.COMPOUND:42890	treats	DOID:4235
PUBCHEM.COMPOUND:1983	treats	DOID:3571
PUBCHEM.COMPOUND:2478	treats	DOID:0050458
PUBCHEM.COMPOUND:3503	treats	DOID:3948
PUBCHEM.COMPOUND:9823820	treats	DOID:4450
PUBCHEM.COMPOUND:30323	treats	DOID:2394
PUBCHEM.COMPOUND:4091	treats	DOID:162
PUBCHEM.COMPOUND:864	treats	DOID:1485
PUBCHEM.COMPOUND:6741	treats	DOID:12134
PUBCHEM.COMPOUND:5280453	treats	DOID:1793
PUBCHEM.COMPOUND:638034	treats	DOID:9080
PUBCHEM.COMPOUND:679	treats	DOID:162
PUBCHEM.COMPOUND:5311068	treats	DOID:1793
PUBCHEM.COMPOUND:10607	treats	DOID:4051
PUBCHEM.COMPOUND:5280980	treats	DOID:9970
PUBCHEM.COMPOUND:6251	treats	DOID:162
PUBCHEM.COMPOUND:11625818	treats	DOID:8432
PUBCHEM.COMPOUND:44462760	treats	DOID:0060058
PUBCHEM.COMPOUND:5282379	treats	DOID:1612
PUBCHEM.COMPOUND:3652	treats	DOID:3070
PUBCHEM.COMPOUND:5743	treats	DOID:2394
PUBCHEM.COMPOUND:24083	treats	DOID:10591
PUBCHEM.COMPOUND:36314	treats	DOID:1612
PUBCHEM.COMPOUND:5284616	treats	DOID:2154
PUBCHEM.COMPOUND:54454	treats	DOID:12930
PUBCHEM.COMPOUND:5833	treats	DOID:9970
PUBCHEM.COMPOUND:3883	treats	DOID:1485
PUBCHEM.COMPOUND:1986	treats	DOID:10241
PUBCHEM.COMPOUND:4171	treats	DOID:12930
PUBCHEM.COMPOUND:2244	treats	DOID:9744
PUBCHEM.COMPOUND:148189	treats	DOID:3571
PUBCHEM.COMPOUND:5755	treats	DOID:4450
PUBCHEM.COMPOUND:5280795	treats	DOID:10923
PUBCHEM.COMPOUND:5284616	treats	DOID:10652
PUBCHEM.COMPOUND:702	treats	DOID:1574
PUBCHEM.COMPOUND:12035	treats	DOID:3312
PUBCHEM.COMPOUND:3100	treats	DOID:2752
PUBCHEM.COMPOUND:115355	treats	DOID:9275
PUBCHEM.COMPOUND:39186	treats	DOID:2843
PUBCHEM.COMPOUND:5755	treats	DOID:1062
PUBCHEM.COMPOUND:4911	treats	DOID:162
PUBCHEM.COMPOUND:456201	treats	DOID:7005
PUBCHEM.COMPOUND:4775	treats	DOID:1852
PUBCHEM.COMPOUND:12035	treats	DOID:14330
PUBCHEM.COMPOUND:14985	treats	DOID:10923
PUBCHEM.COMPOUND:4114	treats	DOID:0060192
PUBCHEM.COMPOUND:3372	treats	DOID:3721
PUBCHEM.COMPOUND:5757	treats	DOID:5425
PUBCHEM.COMPOUND:2719	treats	DOID:1793
PUBCHEM.COMPOUND:4735	treats	DOID:9744
PUBCHEM.COMPOUND:30751	treats	DOID:4235
PUBCHEM.COMPOUND:5564	treats	DOID:1612
PUBCHEM.COMPOUND:4740	treats	DOID:3683
PUBCHEM.COMPOUND:4615	treats	DOID:9884
PUBCHEM.COMPOUND:3345	treats	DOID:3683
PUBCHEM.COMPOUND:5284371	treats	DOID:1540
PUBCHEM.COMPOUND:31703	treats	DOID:1040
PUBCHEM.COMPOUND:51263	treats	DOID:3683
PUBCHEM.COMPOUND:3121	treats	DOID:318
PUBCHEM.COMPOUND:5073	treats	DOID:9352
PUBCHEM.COMPOUND:448601	treats	DOID:2871
PUBCHEM.COMPOUND:4493	treats	DOID:10283
PUBCHEM.COMPOUND:1775	treats	DOID:10241
PUBCHEM.COMPOUND:4054	treats	DOID:10652
PUBCHEM.COMPOUND:6456014	treats	DOID:162
PUBCHEM.COMPOUND:2519	treats	DOID:1574
PUBCHEM.COMPOUND:11707110	treats	DOID:162
PUBCHEM.COMPOUND:237	treats	DOID:305
PUBCHEM.COMPOUND:5755	treats	DOID:9884
PUBCHEM.COMPOUND:448601	treats	DOID:1793
PUBCHEM.COMPOUND:3652	treats	DOID:162
PUBCHEM.COMPOUND:1548943	treats	DOID:10283
PUBCHEM.COMPOUND:37720	treats	DOID:11054
PUBCHEM.COMPOUND:3950	treats	DOID:1612
PUBCHEM.COMPOUND:446541	treats	DOID:0050461
PUBCHEM.COMPOUND:41867	treats	DOID:1793
PUBCHEM.COMPOUND:4943	treats	DOID:10003
PUBCHEM.COMPOUND:5284373	treats	DOID:12177
PUBCHEM.COMPOUND:134780	treats	DOID:8712
PUBCHEM.COMPOUND:3519	treats	DOID:1595
PUBCHEM.COMPOUND:54671203	treats	DOID:0050700
PUBCHEM.COMPOUND:444	treats	DOID:1909
PUBCHEM.COMPOUND:6013	treats	DOID:2843
PUBCHEM.COMPOUND:6251	treats	DOID:3868
PUBCHEM.COMPOUND:5865	treats	DOID:2571
PUBCHEM.COMPOUND:446541	treats	DOID:4971
PUBCHEM.COMPOUND:40632	treats	DOID:3683
PUBCHEM.COMPOUND:3121	treats	DOID:678
PUBCHEM.COMPOUND:439260	treats	DOID:14330
PUBCHEM.COMPOUND:12035	treats	DOID:1588
PUBCHEM.COMPOUND:9833444	treats	DOID:9352
PUBCHEM.COMPOUND:896	treats	DOID:1612
PUBCHEM.COMPOUND:5991	treats	DOID:9351
PUBCHEM.COMPOUND:54454	treats	DOID:1171
PUBCHEM.COMPOUND:5978	treats	DOID:4235
PUBCHEM.COMPOUND:6058	treats	DOID:14503
PUBCHEM.COMPOUND:237	treats	DOID:11949
PUBCHEM.COMPOUND:5757	treats	DOID:1272
PUBCHEM.COMPOUND:24083	treats	DOID:162
PUBCHEM.COMPOUND:36314	treats	DOID:8584
PUBCHEM.COMPOUND:772	treats	DOID:4450
PUBCHEM.COMPOUND:5665	treats	DOID:1574
PUBCHEM.COMPOUND:37542	treats	DOID:1612
PUBCHEM.COMPOUND:2907	treats	DOID:2871
PUBCHEM.COMPOUND:24934	treats	DOID:305
PUBCHEM.COMPOUND:5284604	treats	DOID:162
PUBCHEM.COMPOUND:5280795	treats	DOID:305
PUBCHEM.COMPOUND:439302	treats	DOID:1574
PUBCHEM.COMPOUND:2478	treats	DOID:11870
PUBCHEM.COMPOUND:60961	treats	DOID:1612
PUBCHEM.COMPOUND:4095	treats	DOID:2843
PUBCHEM.COMPOUND:392622	treats	DOID:162
PUBCHEM.COMPOUND:772	treats	DOID:9351
PUBCHEM.COMPOUND:89594	treats	DOID:9351
PUBCHEM.COMPOUND:2907	treats	DOID:1612
PUBCHEM.COMPOUND:3690	treats	DOID:3868
PUBCHEM.COMPOUND:4091	treats	DOID:1909
PUBCHEM.COMPOUND:2803	treats	DOID:14330
PUBCHEM.COMPOUND:20279	treats	DOID:0060060
PUBCHEM.COMPOUND:2179	treats	DOID:0050908
PUBCHEM.COMPOUND:89594	treats	DOID:0060058
PUBCHEM.COMPOUND:4748	treats	DOID:3312
PUBCHEM.COMPOUND:5453	treats	DOID:9119
PUBCHEM.COMPOUND:456201	treats	DOID:2394
PUBCHEM.COMPOUND:5280795	treats	DOID:9351
PUBCHEM.COMPOUND:5284373	treats	DOID:4235
PUBCHEM.COMPOUND:20279	treats	DOID:8584
PUBCHEM.COMPOUND:2907	treats	DOID:9119
PUBCHEM.COMPOUND:3690	treats	DOID:305
PUBCHEM.COMPOUND:445643	treats	DOID:1909
PUBCHEM.COMPOUND:2764	treats	DOID:1612
PUBCHEM.COMPOUND:3690	treats	DOID:0050771
PUBCHEM.COMPOUND:2337	treats	DOID:9884
PUBCHEM.COMPOUND:71384	treats	DOID:0060058
PUBCHEM.COMPOUND:5453	treats	DOID:10923
PUBCHEM.COMPOUND:119828	treats	DOID:4090
PUBCHEM.COMPOUND:30751	treats	DOID:1062
PUBCHEM.COMPOUND:6741	treats	DOID:9169
PUBCHEM.COMPOUND:5453	treats	DOID:9080
PUBCHEM.COMPOUND:126941	treats	DOID:12177
PUBCHEM.COMPOUND:5161	treats	DOID:9351
PUBCHEM.COMPOUND:305	treats	DOID:10652
PUBCHEM.COMPOUND:4908	treats	DOID:2862
PUBCHEM.COMPOUND:2478	treats	DOID:12798
PUBCHEM.COMPOUND:5360515	treats	DOID:14330
PUBCHEM.COMPOUND:10607	treats	DOID:2154
PUBCHEM.COMPOUND:3440	treats	DOID:14219
PUBCHEM.COMPOUND:3108	treats	DOID:10923
PUBCHEM.COMPOUND:446541	treats	DOID:9119
PUBCHEM.COMPOUND:1983	treats	DOID:10923
PUBCHEM.COMPOUND:3081362	treats	DOID:1485
PUBCHEM.COMPOUND:5743	treats	DOID:2571
PUBCHEM.COMPOUND:60961	treats	DOID:9351
PUBCHEM.COMPOUND:16129706	treats	DOID:7004
PUBCHEM.COMPOUND:5330286	treats	DOID:7005
PUBCHEM.COMPOUND:305	treats	DOID:1540
PUBCHEM.COMPOUND:89594	treats	DOID:305
PUBCHEM.COMPOUND:2764	treats	DOID:0060058
PUBCHEM.COMPOUND:5360373	treats	DOID:305
PUBCHEM.COMPOUND:4775	treats	DOID:9119
PUBCHEM.COMPOUND:237	treats	DOID:3683
PUBCHEM.COMPOUND:36462	treats	DOID:9119
PUBCHEM.COMPOUND:5426	treats	DOID:3347
PUBCHEM.COMPOUND:5526	treats	DOID:1272
PUBCHEM.COMPOUND:12560	treats	DOID:14330
PUBCHEM.COMPOUND:4054	treats	DOID:1574
PUBCHEM.COMPOUND:2783	treats	DOID:12930
PUBCHEM.COMPOUND:5284616	treats	DOID:5812
PUBCHEM.COMPOUND:3001055	treats	DOID:3261
PUBCHEM.COMPOUND:4908	treats	DOID:9970
PUBCHEM.COMPOUND:936	treats	DOID:8577
PUBCHEM.COMPOUND:5288826	treats	DOID:11383
PUBCHEM.COMPOUND:5755	treats	DOID:9271
PUBCHEM.COMPOUND:4107	treats	DOID:10591
PUBCHEM.COMPOUND:3676	treats	DOID:3144
PUBCHEM.COMPOUND:3121	treats	DOID:1793
PUBCHEM.COMPOUND:446541	treats	DOID:2571
PUBCHEM.COMPOUND:2478	treats	DOID:12799
PUBCHEM.COMPOUND:17134	treats	DOID:6688
PUBCHEM.COMPOUND:2764	treats	DOID:10283
PUBCHEM.COMPOUND:446541	treats	DOID:0060060
PUBCHEM.COMPOUND:3672	treats	DOID:12134
PUBCHEM.COMPOUND:6741	treats	DOID:12177
PUBCHEM.COMPOUND:3394	treats	DOID:10652
PUBCHEM.COMPOUND:4595	treats	DOID:8552
PUBCHEM.COMPOUND:838	treats	DOID:0060192
PUBCHEM.COMPOUND:36462	treats	DOID:7005
PUBCHEM.COMPOUND:460612	treats	DOID:3868
PUBCHEM.COMPOUND:5462501	treats	DOID:10591
PUBCHEM.COMPOUND:31703	treats	DOID:0050700
PUBCHEM.COMPOUND:3157	treats	DOID:9352
PUBCHEM.COMPOUND:36314	treats	DOID:9080
PUBCHEM.COMPOUND:89594	treats	DOID:10534
PUBCHEM.COMPOUND:445354	treats	DOID:10923
PUBCHEM.COMPOUND:446541	treats	DOID:2729
PUBCHEM.COMPOUND:2955	treats	DOID:1588
PUBCHEM.COMPOUND:460612	treats	DOID:3322
PUBCHEM.COMPOUND:5757	treats	DOID:9352
PUBCHEM.COMPOUND:5526	treats	DOID:7005
PUBCHEM.COMPOUND:667490	treats	DOID:0050908
PUBCHEM.COMPOUND:2907	treats	DOID:3868
PUBCHEM.COMPOUND:2478	treats	DOID:769
PUBCHEM.COMPOUND:31703	treats	DOID:2394
PUBCHEM.COMPOUND:89594	treats	DOID:3571
PUBCHEM.COMPOUND:5283731	treats	DOID:1485
PUBCHEM.COMPOUND:445643	treats	DOID:10652
PUBCHEM.COMPOUND:6741	treats	DOID:8577
PUBCHEM.COMPOUND:445643	treats	DOID:8997
PUBCHEM.COMPOUND:5330286	treats	DOID:10534
PUBCHEM.COMPOUND:71384	treats	DOID:162
PUBCHEM.COMPOUND:446541	treats	DOID:10581
PUBCHEM.COMPOUND:5426	treats	DOID:4971
PUBCHEM.COMPOUND:5401	treats	DOID:9352
PUBCHEM.COMPOUND:126941	treats	DOID:4648
PUBCHEM.COMPOUND:54454	treats	DOID:10283
PUBCHEM.COMPOUND:4158	treats	DOID:1928
PUBCHEM.COMPOUND:3715	treats	DOID:1612
PUBCHEM.COMPOUND:47319	treats	DOID:9256
PUBCHEM.COMPOUND:2478	treats	DOID:10581
PUBCHEM.COMPOUND:3121	treats	DOID:12721
PUBCHEM.COMPOUND:16132446	treats	DOID:9352
PUBCHEM.COMPOUND:460612	treats	DOID:1793
PUBCHEM.COMPOUND:2130	treats	DOID:14330
PUBCHEM.COMPOUND:447043	treats	DOID:10923
PUBCHEM.COMPOUND:5755	treats	DOID:9119
PUBCHEM.COMPOUND:31703	treats	DOID:7005
PUBCHEM.COMPOUND:10182969	treats	DOID:0060058
PUBCHEM.COMPOUND:3121	treats	DOID:6688
PUBCHEM.COMPOUND:679	treats	DOID:1612
PUBCHEM.COMPOUND:37542	treats	DOID:12134
PUBCHEM.COMPOUND:145068	treats	DOID:0050144
PUBCHEM.COMPOUND:3100	treats	DOID:0050908
PUBCHEM.COMPOUND:3950	treats	DOID:3721
PUBCHEM.COMPOUND:2153	treats	DOID:4183
PUBCHEM.COMPOUND:3476	treats	DOID:9352
PUBCHEM.COMPOUND:3308	treats	DOID:1612
PUBCHEM.COMPOUND:9823820	treats	DOID:2394
PUBCHEM.COMPOUND:1983	treats	DOID:10591
PUBCHEM.COMPOUND:2265	treats	DOID:8577
PUBCHEM.COMPOUND:14985	treats	DOID:12705
PUBCHEM.COMPOUND:564	treats	DOID:1588
PUBCHEM.COMPOUND:5994	treats	DOID:2871
PUBCHEM.COMPOUND:14806	treats	DOID:10534
PUBCHEM.COMPOUND:9444	treats	DOID:4971
PUBCHEM.COMPOUND:5284616	treats	DOID:162
PUBCHEM.COMPOUND:4192	treats	DOID:162
PUBCHEM.COMPOUND:2727	treats	DOID:9351
PUBCHEM.COMPOUND:126941	treats	DOID:2394
PUBCHEM.COMPOUND:5746	treats	DOID:305
PUBCHEM.COMPOUND:16078	treats	DOID:3312
PUBCHEM.COMPOUND:24934	treats	DOID:10283
PUBCHEM.COMPOUND:3373	treats	DOID:14330
PUBCHEM.COMPOUND:30751	treats	DOID:9169
PUBCHEM.COMPOUND:4595	treats	DOID:162
PUBCHEM.COMPOUND:4192	treats	DOID:3070
PUBCHEM.COMPOUND:5426	treats	DOID:0060060
PUBCHEM.COMPOUND:750	treats	DOID:0050908
PUBCHEM.COMPOUND:5994	treats	DOID:10652
PUBCHEM.COMPOUND:33741	treats	DOID:1909
PUBCHEM.COMPOUND:5281004	treats	DOID:9256
PUBCHEM.COMPOUND:41867	treats	DOID:3683
PUBCHEM.COMPOUND:5467	treats	DOID:12858
PUBCHEM.COMPOUND:456201	treats	DOID:9352
PUBCHEM.COMPOUND:5991	treats	DOID:1040
